Posting_Date,Loan_No,Loan_Product_Type,Interest_Paid,Principle_Paid,Total_Paid
2025-06-09,A00541,BIASHARA6W,134,830,964
2025-06-09,A00543,INUKA6WKS,0,867,867
2025-06-09,A00551,BIASHARA6W,334,834,1168
2025-06-09,A00553,BIASHARA4W,250,1250,1500
2025-06-09,A00555,BIASHARA4W,0,1000,1000
2025-06-09,A00558,INUKA 4WKS,500,1750,2250
2025-06-09,A00580,INUKA 4WKS,500,2890,3390
2025-06-09,A00584,BIASHARA4W,250,1250,1500
2025-06-09,A00585,INUKA6WKS,500,1667,2167
2025-06-09,A00587,INUKA 4WKS,500,1750,2250
2025-06-09,A00593,INUKA6WKS,832,1418,2250
2025-06-09,A00594,INUKA6WKS,0,467,467
2025-06-09,A00607,BIASHARA4W,0,250,250
2025-06-09,A00611,INUKA 4WKS,550,1750,2300
2025-06-09,A00639,BIASHARA6W,334,834,1168
2025-06-09,A00641,BIASHARA4W,0,500,500
2025-06-09,A00646,BIASHARA6W,334,838,1172
2025-06-09,A00647,BIASHARA4W,250,1250,1500
2025-06-09,A00656,INUKA 4WKS,500,1750,2250
2025-06-09,A00676,INUKA6WKS,497,503,1000
2025-06-09,A00684,BIASHARA6W,0,200,200
2025-06-09,A00687,BIASHARA4W,250,1250,1500
2025-06-09,A00688,INUKA 4WKS,500,2250,2750
2025-06-09,A00697,BIASHARA4W,250,1250,1500
2025-06-10,A00360,BIASHARA4W,0,180,180
2025-06-10,A00463,INUKA6WKS,393,1165,1558
2025-06-10,A00468,INUKA6WKS,500,1000,1500
2025-06-10,A00469,INUKA6WKS,460,1165,1625
2025-06-10,A00486,INUKA6WKS,491,1150,1641
2025-06-10,A00503,INUKA6WKS,503,1667,2170
2025-06-10,A00505,BIASHARA6W,0,478,478
2025-06-10,A00520,BIASHARA6W,16,294,310
2025-06-10,A00536,INUKA6WKS,482,518,1000
2025-06-10,A00560,INUKA6WKS,0,200,200
2025-06-10,A00563,BIASHARA6W,330,670,1000
2025-06-10,A00564,BIASHARA6W,1002,2502,3504
2025-06-10,A00565,BIASHARA4W,250,1250,1500
2025-06-10,A00566,INUKA 4WKS,500,1750,2250
2025-06-10,A00572,BIASHARA4W,250,1250,1500
2025-06-10,A00581,BIASHARA6W,0,368,368
2025-06-10,A00584,BIASHARA4W,250,1250,1500
2025-06-10,A00589,BIASHARA6W,329,371,700
2025-06-10,A00590,INUKA8WKS,500,750,1250
2025-06-10,A00591,BIASHARA6W,332,638,970
2025-06-10,A00602,INUKA6WKS,500,0,500
2025-06-10,A00606,BIASHARA6W,334,834,1168
2025-06-10,A00607,BIASHARA4W,150,100,250
2025-06-10,A00610,BIASHARA4W,250,750,1000
2025-06-10,A00611,INUKA 4WKS,450,1750,2200
2025-06-10,A00638,BIASHARA4W,250,1250,1500
2025-06-10,A00642,INUKA 4WKS,500,2000,2500
2025-06-10,A00643,INUKA6WKS,507,1168,1675
2025-06-10,A00648,BIASHARA6W,334,66,400
2025-06-10,A00652,INUKA 4WKS,500,900,1400
2025-06-10,A00653,INUKA 4WKS,500,1000,1500
2025-06-10,A00654,INUKA6WKS,500,500,1000
2025-06-10,A00658,INUKA6WKS,500,1334,1834
2025-06-10,A00660,INUKA 4WKS,500,2000,2500
2025-06-10,A00665,BIASHARA6W,334,834,1168
2025-06-10,A00676,INUKA6WKS,3,664,667
2025-06-10,A00689,INUKA 4WKS,500,500,1000
2025-06-10,A00693,BIASHARA6W,334,830,1164
2025-06-10,A00698,INUKA 4WKS,500,500,1000
2025-06-10,A00703,BIASHARA4W,250,1250,1500
2025-06-10,A00719,INUKA6WKS,0,600,600
2025-06-10,A00733,INUKA6WKS,500,1100,1600
2025-06-10,A00738,BIASHARA4W,8,0,8
2025-06-10,A00739,INUKA 4WKS,12,0,12
2025-06-10,A00741,BIASHARA6W,1,0,1
2025-06-10,A00745,INUKA6WKS,24,0,24
2025-06-11,A00012,BIASHARA6W,156,444,600
2025-06-11,A00465,BIASHARA4W,104,1246,1350
2025-06-11,A00503,INUKA6WKS,485,1665,2150
2025-06-11,A00512,BIASHARA6W,334,834,1168
2025-06-11,A00522,BIASHARA6W,666,1668,2334
2025-06-11,A00524,INUKA6WKS,500,1167,1667
2025-06-11,A00528,BIASHARA4W,0,500,500
2025-06-11,A00535,INUKA6WKS,0,500,500
2025-06-11,A00543,INUKA6WKS,250,0,250
2025-06-11,A00552,BIASHARA6W,426,1034,1460
2025-06-11,A00560,INUKA6WKS,0,911,911
2025-06-11,A00563,BIASHARA6W,6,164,170
2025-06-11,A00573,BIASHARA6W,318,482,800
2025-06-11,A00574,BIASHARA6W,334,266,600
2025-06-11,A00575,BIASHARA4W,250,350,600
2025-06-11,A00578,BIASHARA6W,334,834,1168
2025-06-11,A00579,BIASHARA6W,0,8,8
2025-06-11,A00589,BIASHARA6W,7,463,470
2025-06-11,A00591,BIASHARA6W,4,196,200
2025-06-11,A00592,BIASHARA6W,270,180,450
2025-06-11,A00602,INUKA6WKS,0,1000,1000
2025-06-11,A00608,INUKA6WKS,500,1000,1500
2025-06-11,A00612,BIASHARA6W,325,750,1075
2025-06-11,A00613,INUKA6WKS,500,1167,1667
2025-06-11,A00637,INUKA6WKS,833,1167,2000
2025-06-11,A00648,BIASHARA6W,0,200,200
2025-06-11,A00654,INUKA6WKS,0,667,667
2025-06-11,A00657,INUKA8WKS,500,1000,1500
2025-06-11,A00659,BIASHARA6W,329,271,600
2025-06-11,A00662,BIASHARA4W,247,633,880
2025-06-11,A00663,INUKA6WKS,500,1167,1667
2025-06-11,A00666,INUKA6WKS,500,1167,1667
2025-06-11,A00667,INUKA 4WKS,0,500,500
2025-06-11,A00671,BIASHARA6W,334,566,900
2025-06-11,A00672,BIASHARA4W,50,1050,1100
2025-06-11,A00673,BIASHARA6W,334,834,1168
2025-06-11,A00691,BIASHARA4W,200,0,200
2025-06-11,A00698,INUKA 4WKS,0,580,580
2025-06-11,A00699,INUKA 4WKS,500,1750,2250
2025-06-11,A00701,INUKA8WKS,500,1000,1500
2025-06-11,A00702,INUKA6WKS,503,1167,1670
2025-06-11,A00705,BIASHARA4W,250,1250,1500
2025-06-11,A00706,BIASHARA4W,250,1250,1500
2025-06-11,A00710,BIASHARA4W,250,1250,1500
2025-06-11,A00716,INUKA 4WKS,500,1750,2250
2025-06-11,A00717,BIASHARA4W,250,1000,1250
2025-06-11,A00718,INUKA 4WKS,500,100,600
2025-06-11,A00719,INUKA6WKS,0,67,67
2025-06-11,A00747,BIASHARA4W,250,150,400
2025-06-11,A00751,INUKA6WKS,36,0,36
2025-06-11,A00752,BIASHARA6W,2,0,2
2025-06-11,A00759,INUKA6WKS,109,0,109
2025-06-12,A00478,BIASHARA4W,0,250,250
2025-06-12,A00487,INUKA8WKS,500,875,1375
2025-06-12,A00491,INUKA8WKS,0,100,100
2025-06-12,A00496,INUKA6WKS,395,1165,1560
2025-06-12,A00498,BIASHARA6W,334,830,1164
2025-06-12,A00504,BIASHARA6W,32,268,300
2025-06-12,A00512,BIASHARA6W,334,830,1164
2025-06-12,A00513,BIASHARA6W,336,834,1170
2025-06-12,A00515,INUKA8WKS,525,875,1400
2025-06-12,A00520,BIASHARA6W,318,482,800
2025-06-12,A00523,BIASHARA6W,334,834,1168
2025-06-12,A00525,BIASHARA6W,334,834,1168
2025-06-12,A00536,INUKA6WKS,0,500,500
2025-06-12,A00539,INUKA8WKS,500,875,1375
2025-06-12,A00543,INUKA6WKS,200,0,200
2025-06-12,A00551,BIASHARA6W,250,0,250
2025-06-12,A00574,BIASHARA6W,0,570,570
2025-06-12,A00576,BIASHARA4W,250,1250,1500
2025-06-12,A00583,INUKA6WKS,425,542,967
2025-06-12,A00607,BIASHARA4W,100,150,250
2025-06-12,A00612,BIASHARA6W,50,45,95
2025-06-12,A00614,INUKA 4WKS,500,1500,2000
2025-06-12,A00629,BIASHARA6W,334,834,1168
2025-06-12,A00631,BIASHARA6W,334,816,1150
2025-06-12,A00632,BIASHARA6W,334,834,1168
2025-06-12,A00634,INUKA6WKS,500,1167,1667
2025-06-12,A00635,BIASHARA6W,334,834,1168
2025-06-12,A00652,INUKA 4WKS,0,850,850
2025-06-12,A00659,BIASHARA6W,5,563,568
2025-06-12,A00662,BIASHARA4W,0,40,40
2025-06-12,A00667,INUKA 4WKS,500,2100,2600
2025-06-12,A00674,BIASHARA6W,332,168,500
2025-06-12,A00685,INUKA 4WKS,500,1750,2250
2025-06-12,A00686,BIASHARA4W,250,1250,1500
2025-06-12,A00689,INUKA 4WKS,0,1000,1000
2025-06-12,A00691,BIASHARA4W,50,200,250
2025-06-12,A00698,INUKA 4WKS,0,650,650
2025-06-12,A00700,BIASHARA6W,334,162,496
2025-06-12,A00704,INUKA 4WKS,500,1500,2000
2025-06-12,A00707,BIASHARA4W,250,1250,1500
2025-06-12,A00708,BIASHARA6W,334,86,420
2025-06-12,A00709,INUKA6WKS,506,1334,1840
2025-06-12,A00717,BIASHARA4W,0,250,250
2025-06-12,A00718,INUKA 4WKS,0,1650,1650
2025-06-12,A00720,INUKA6WKS,464,406,870
2025-06-12,A00728,INUKA6WKS,500,1167,1667
2025-06-12,A00729,BIASHARA4W,250,1250,1500
2025-06-12,A00733,INUKA6WKS,3,67,70
2025-06-12,A00747,BIASHARA4W,0,500,500
2025-06-13,A00076,BIASHARA4W,0,200,200
2025-06-13,A00267,BIASHARA4W,0,200,200
2025-06-13,A00455,BIASHARA6W,0,100,100
2025-06-13,A00487,INUKA8WKS,1500,2625,4125
2025-06-13,A00491,INUKA8WKS,500,875,1375
2025-06-13,A00497,BIASHARA6W,334,830,1164
2025-06-13,A00514,BIASHARA6W,334,834,1168
2025-06-13,A00523,BIASHARA6W,330,830,1160
2025-06-13,A00528,BIASHARA4W,0,300,300
2025-06-13,A00535,INUKA6WKS,0,350,350
2025-06-13,A00536,INUKA6WKS,18,482,500
2025-06-13,A00537,INUKA6WKS,500,1167,1667
2025-06-13,A00540,INUKA 4WKS,500,3500,4000
2025-06-13,A00543,INUKA6WKS,11,189,200
2025-06-13,A00552,BIASHARA6W,242,48,290
2025-06-13,A00575,BIASHARA4W,0,700,700
2025-06-13,A00578,BIASHARA6W,668,1668,2336
2025-06-13,A00581,BIASHARA6W,326,74,400
2025-06-13,A00583,INUKA6WKS,1000,2959,3959
2025-06-13,A00588,BIASHARA6W,334,366,700
2025-06-13,A00607,BIASHARA4W,0,250,250
2025-06-13,A00610,BIASHARA4W,0,500,500
2025-06-13,A00615,BIASHARA6W,334,166,500
2025-06-13,A00616,BIASHARA4W,250,1250,1500
2025-06-13,A00630,INUKA 4WKS,300,0,300
2025-06-13,A00631,BIASHARA6W,0,18,18
2025-06-13,A00633,BIASHARA6W,336,834,1170
2025-06-13,A00648,BIASHARA6W,0,200,200
2025-06-13,A00662,BIASHARA4W,0,360,360
2025-06-13,A00667,INUKA 4WKS,0,400,400
2025-06-13,A00671,BIASHARA6W,0,268,268
2025-06-13,A00675,INUKA6WKS,500,1167,1667
2025-06-13,A00676,INUKA6WKS,497,503,1000
2025-06-13,A00677,INUKA 4WKS,500,1700,2200
2025-06-13,A00683,BIASHARA6W,334,156,490
2025-06-13,A00684,BIASHARA6W,4,566,570
2025-06-13,A00691,BIASHARA4W,0,350,350
2025-06-13,A00692,INUKA8WKS,37,0,37
2025-06-13,A00698,INUKA 4WKS,0,20,20
2025-06-13,A00700,BIASHARA6W,0,400,400
2025-06-13,A00708,BIASHARA6W,0,300,300
2025-06-13,A00711,INUKA6WKS,498,369,867
2025-06-13,A00720,INUKA6WKS,39,1261,1300
2025-06-13,A00721,INUKA6WKS,500,1167,1667
2025-06-13,A00722,BIASHARA4W,244,756,1000
2025-06-13,A00726,INUKA8WKS,500,500,1000
2025-06-13,A00730,INUKA 4WKS,500,1250,1750
2025-06-13,A00731,BIASHARA4W,250,1250,1500
2025-06-13,A00747,BIASHARA4W,0,200,200
2025-06-13,A00771,BIASHARA6W,0,6,6
2025-06-13,A00774,INUKA8WKS,32,0,32
2025-06-13,A00776,INUKA6WKS,73,0,73
2025-06-14,A00078,INUKA 4WKS,0,300,300
2025-06-14,A00520,BIASHARA6W,18,352,370
2025-06-14,A00528,BIASHARA4W,0,200,200
2025-06-14,A00543,INUKA6WKS,0,200,200
2025-06-14,A00573,BIASHARA6W,16,352,368
2025-06-14,A00588,BIASHARA6W,0,285,285
2025-06-14,A00615,BIASHARA6W,0,500,500
2025-06-14,A00677,INUKA 4WKS,0,30,30
2025-06-14,A00683,BIASHARA6W,0,570,570
2025-06-14,A00684,BIASHARA6W,30,220,250
2025-06-14,A00691,BIASHARA4W,0,140,140
2025-06-14,A00735,INUKA6WKS,501,1167,1668
2025-06-14,A00747,BIASHARA4W,0,400,400
2025-06-15,A00499,BIASHARA6W,200,0,200
2025-06-15,A00543,INUKA6WKS,0,200,200
2025-06-15,A00557,BIASHARA6W,635,1605,2240
2025-06-15,A00587,INUKA 4WKS,500,500,1000
2025-06-15,A00591,BIASHARA6W,292,308,600
2025-06-15,A00599,BIASHARA6W,334,834,1168
2025-06-15,A00607,BIASHARA4W,0,200,200
2025-06-15,A00628,INUKA 4WKS,500,700,1200
2025-06-15,A00640,BIASHARA4W,0,1000,1000
2025-06-15,A00674,BIASHARA6W,0,570,570
2025-06-15,A00676,INUKA6WKS,0,300,300
2025-06-15,A00678,BIASHARA4W,247,253,500
2025-06-15,A00684,BIASHARA6W,300,0,300
2025-06-15,A00690,INUKA6WKS,533,1167,1700
2025-06-15,A00691,BIASHARA4W,0,560,560
2025-06-15,A00700,BIASHARA6W,0,180,180
2025-06-15,A00726,INUKA8WKS,0,500,500
2025-06-16,A00360,BIASHARA4W,55,145,200
2025-06-16,A00455,BIASHARA6W,0,150,150
2025-06-16,A00478,BIASHARA4W,0,100,100
2025-06-16,A00505,BIASHARA6W,334,830,1164
2025-06-16,A00513,BIASHARA6W,324,830,1154
2025-06-16,A00514,BIASHARA6W,327,830,1157
2025-06-16,A00515,INUKA8WKS,625,875,1500
2025-06-16,A00536,INUKA6WKS,482,518,1000
2025-06-16,A00543,INUKA6WKS,39,578,617
2025-06-16,A00551,BIASHARA6W,418,1668,2086
2025-06-16,A00556,BIASHARA6W,635,1668,2303
2025-06-16,A00557,BIASHARA6W,0,59,59
2025-06-16,A00581,BIASHARA6W,8,760,768
2025-06-16,A00587,INUKA 4WKS,0,1250,1250
2025-06-16,A00591,BIASHARA6W,44,526,570
2025-06-16,A00593,INUKA6WKS,668,2082,2750
2025-06-16,A00594,INUKA6WKS,500,1167,1667
2025-06-16,A00600,BIASHARA4W,250,1250,1500
2025-06-16,A00615,BIASHARA6W,0,168,168
2025-06-16,A00616,BIASHARA4W,250,1250,1500
2025-06-16,A00628,INUKA 4WKS,132,1168,1300
2025-06-16,A00636,INUKA 4WKS,1000,3500,4500
2025-06-16,A00638,BIASHARA4W,250,1250,1500
2025-06-16,A00639,BIASHARA6W,334,834,1168
2025-06-16,A00640,BIASHARA4W,250,250,500
2025-06-16,A00642,INUKA 4WKS,500,2000,2500
2025-06-16,A00646,BIASHARA6W,334,834,1168
2025-06-16,A00647,BIASHARA4W,250,1250,1500
2025-06-16,A00648,BIASHARA6W,12,368,380
2025-06-16,A00653,INUKA 4WKS,50,950,1000
2025-06-16,A00656,INUKA 4WKS,500,1750,2250
2025-06-16,A00677,INUKA 4WKS,0,20,20
2025-06-16,A00683,BIASHARA6W,0,105,105
2025-06-16,A00684,BIASHARA6W,0,100,100
2025-06-16,A00687,BIASHARA4W,250,1250,1500
2025-06-16,A00688,INUKA 4WKS,500,2250,2750
2025-06-16,A00689,INUKA 4WKS,0,500,500
2025-06-16,A00693,BIASHARA6W,334,666,1000
2025-06-16,A00708,BIASHARA6W,0,400,400
2025-06-16,A00712,BIASHARA6W,334,834,1168
2025-06-16,A00722,BIASHARA4W,0,490,490
2025-06-16,A00732,INUKA6WKS,500,1500,2000
2025-06-16,A00736,INUKA6WKS,503,1167,1670
2025-06-16,A00740,BIASHARA4W,250,1250,1500
2025-06-16,A00741,BIASHARA6W,334,834,1168
2025-06-16,A00747,BIASHARA4W,250,750,1000
2025-06-16,A00780,BIASHARA6W,12,0,12
2025-06-16,A00782,BIASHARA6W,37,0,37
2025-06-16,A00787,BIASHARA4W,4,0,4
2025-06-16,A00795,BIASHARA6W,9,500,509
2025-06-17,A00408,BIASHARA6W,0,500,500
2025-06-17,A00478,BIASHARA4W,0,150,150
2025-06-17,A00499,BIASHARA6W,130,70,200
2025-06-17,A00536,INUKA6WKS,18,982,1000
2025-06-17,A00563,BIASHARA6W,662,1668,2330
2025-06-17,A00575,BIASHARA4W,0,200,200
2025-06-17,A00589,BIASHARA6W,336,834,1170
2025-06-17,A00590,INUKA8WKS,400,0,400
2025-06-17,A00600,BIASHARA4W,250,1250,1500
2025-06-17,A00606,BIASHARA6W,1002,2502,3504
2025-06-17,A00607,BIASHARA4W,0,250,250
2025-06-17,A00610,BIASHARA4W,250,1250,1500
2025-06-17,A00637,INUKA6WKS,1164,3501,4665
2025-06-17,A00641,BIASHARA4W,250,500,750
2025-06-17,A00643,INUKA6WKS,508,1167,1675
2025-06-17,A00648,BIASHARA6W,200,0,200
2025-06-17,A00652,INUKA 4WKS,500,1750,2250
2025-06-17,A00653,INUKA 4WKS,950,4000,4950
2025-06-17,A00654,INUKA6WKS,497,503,1000
2025-06-17,A00658,INUKA6WKS,500,1334,1834
2025-06-17,A00660,INUKA 4WKS,500,2000,2500
2025-06-17,A00665,BIASHARA6W,334,666,1000
2025-06-17,A00667,INUKA 4WKS,1000,5000,6000
2025-06-17,A00674,BIASHARA6W,4,96,100
2025-06-17,A00683,BIASHARA6W,0,3,3
2025-06-17,A00686,BIASHARA4W,250,1050,1300
2025-06-17,A00689,INUKA 4WKS,500,1700,2200
2025-06-17,A00693,BIASHARA6W,0,168,168
2025-06-17,A00697,BIASHARA4W,250,1250,1500
2025-06-17,A00703,BIASHARA4W,250,1250,1500
2025-06-17,A00710,BIASHARA4W,250,650,900
2025-06-17,A00711,INUKA6WKS,2,798,800
2025-06-17,A00731,BIASHARA4W,250,750,1000
2025-06-17,A00738,BIASHARA4W,250,1250,1500
2025-06-17,A00739,INUKA 4WKS,500,1750,2250
2025-06-17,A00748,INUKA 4WKS,500,1750,2250
2025-06-17,A00749,BIASHARA4W,250,1250,1500
2025-06-17,A00751,INUKA6WKS,464,706,1170
2025-06-17,A00761,BIASHARA4W,250,1250,1500
2025-06-17,A00762,INUKA6WKS,503,1167,1670
2025-06-17,A00763,INUKA6WKS,500,1167,1667
2025-06-17,A00764,BIASHARA4W,250,1250,1500
2025-06-17,A00769,INUKA6WKS,500,1160,1660
2025-06-17,A00789,INUKA6WKS,250,0,250
2025-06-17,A00790,INUKA 4WKS,0,500,500
2025-06-17,A00799,BIASHARA6W,53,0,53
2025-06-18,A00076,BIASHARA4W,0,100,100
2025-06-18,A00078,INUKA 4WKS,0,500,500
2025-06-18,A00360,BIASHARA4W,195,50,245
2025-06-18,A00478,BIASHARA4W,100,0,100
2025-06-18,A00499,BIASHARA6W,0,140,140
2025-06-18,A00536,INUKA6WKS,482,1500,1982
2025-06-18,A00543,INUKA6WKS,200,0,200
2025-06-18,A00573,BIASHARA6W,318,182,500
2025-06-18,A00574,BIASHARA6W,334,266,600
2025-06-18,A00579,BIASHARA6W,334,834,1168
2025-06-18,A00582,INUKA6WKS,500,1167,1667
2025-06-18,A00590,INUKA8WKS,40,460,500
2025-06-18,A00602,INUKA6WKS,500,1000,1500
2025-06-18,A00607,BIASHARA4W,0,200,200
2025-06-18,A00612,BIASHARA6W,341,834,1175
2025-06-18,A00613,INUKA6WKS,500,1167,1667
2025-06-18,A00640,BIASHARA4W,250,1250,1500
2025-06-18,A00642,INUKA 4WKS,500,2000,2500
2025-06-18,A00655,INUKA6WKS,500,667,1167
2025-06-18,A00662,BIASHARA4W,250,250,500
2025-06-18,A00663,INUKA6WKS,500,1167,1667
2025-06-18,A00665,BIASHARA6W,0,168,168
2025-06-18,A00671,BIASHARA6W,334,834,1168
2025-06-18,A00672,BIASHARA4W,250,1250,1500
2025-06-18,A00673,BIASHARA6W,334,834,1168
2025-06-18,A00678,BIASHARA4W,0,500,500
2025-06-18,A00690,INUKA6WKS,250,0,250
2025-06-18,A00691,BIASHARA4W,250,0,250
2025-06-18,A00692,INUKA8WKS,300,0,300
2025-06-18,A00698,INUKA 4WKS,500,1750,2250
2025-06-18,A00701,INUKA8WKS,500,1000,1500
2025-06-18,A00706,BIASHARA4W,250,450,700
2025-06-18,A00707,BIASHARA4W,250,500,750
2025-06-18,A00710,BIASHARA4W,0,600,600
2025-06-18,A00716,INUKA 4WKS,500,1750,2250
2025-06-18,A00718,INUKA 4WKS,500,345,845
2025-06-18,A00719,INUKA6WKS,503,1167,1670
2025-06-18,A00734,BIASHARA6W,334,834,1168
2025-06-18,A00750,INUKA8WKS,500,875,1375
2025-06-18,A00751,INUKA6WKS,39,961,1000
2025-06-18,A00752,BIASHARA6W,334,834,1168
2025-06-18,A00762,INUKA6WKS,350,0,350
2025-06-18,A00765,BIASHARA6W,334,166,500
2025-06-18,A00766,BIASHARA6W,334,834,1168
2025-06-18,A00768,BIASHARA6W,334,666,1000
2025-06-18,A00789,INUKA6WKS,250,0,250
2025-06-18,A00807,INUKA6WKS,18,0,18
2025-06-19,A00455,BIASHARA6W,0,150,150
2025-06-19,A00478,BIASHARA4W,100,0,100
2025-06-19,A00520,BIASHARA6W,316,484,800
2025-06-19,A00524,INUKA6WKS,497,1165,1662
2025-06-19,A00525,BIASHARA6W,334,666,1000
2025-06-19,A00537,INUKA6WKS,500,400,900
2025-06-19,A00539,INUKA8WKS,1500,2625,4125
2025-06-19,A00573,BIASHARA6W,0,200,200
2025-06-19,A00574,BIASHARA6W,0,500,500
2025-06-19,A00581,BIASHARA6W,334,834,1168
2025-06-19,A00607,BIASHARA4W,0,100,100
2025-06-19,A00608,INUKA6WKS,500,1000,1500
2025-06-19,A00614,INUKA 4WKS,500,1500,2000
2025-06-19,A00615,BIASHARA6W,334,366,700
2025-06-19,A00631,BIASHARA6W,334,834,1168
2025-06-19,A00632,BIASHARA6W,334,834,1168
2025-06-19,A00633,BIASHARA6W,966,2502,3468
2025-06-19,A00634,INUKA6WKS,500,1167,1667
2025-06-19,A00635,BIASHARA6W,334,834,1168
2025-06-19,A00641,BIASHARA4W,0,750,750
2025-06-19,A00648,BIASHARA6W,122,78,200
2025-06-19,A00655,INUKA6WKS,0,500,500
2025-06-19,A00659,BIASHARA6W,334,834,1168
2025-06-19,A00662,BIASHARA4W,250,2467,2717
2025-06-19,A00666,INUKA6WKS,500,1167,1667
2025-06-19,A00674,BIASHARA6W,330,570,900
2025-06-19,A00676,INUKA6WKS,3,364,367
2025-06-19,A00683,BIASHARA6W,334,566,900
2025-06-19,A00685,INUKA 4WKS,500,1750,2250
2025-06-19,A00686,BIASHARA4W,0,200,200
2025-06-19,A00690,INUKA6WKS,84,166,250
2025-06-19,A00691,BIASHARA4W,250,2500,2750
2025-06-19,A00692,INUKA8WKS,163,237,400
2025-06-19,A00699,INUKA 4WKS,500,1250,1750
2025-06-19,A00705,BIASHARA4W,250,1250,1500
2025-06-19,A00706,BIASHARA4W,0,800,800
2025-06-19,A00709,INUKA6WKS,506,1334,1840
2025-06-19,A00717,BIASHARA4W,250,1250,1500
2025-06-19,A00718,INUKA 4WKS,2,1405,1407
2025-06-19,A00726,INUKA8WKS,500,0,500
2025-06-19,A00728,INUKA6WKS,500,1167,1667
2025-06-19,A00729,BIASHARA4W,250,1250,1500
2025-06-19,A00733,INUKA6WKS,497,1103,1600
2025-06-19,A00768,BIASHARA6W,0,168,168
2025-06-19,A00769,INUKA6WKS,0,7,7
2025-06-19,A00771,BIASHARA6W,334,566,900
2025-06-19,A00772,INUKA6WKS,500,500,1000
2025-06-19,A00773,BIASHARA4W,250,1250,1500
2025-06-19,A00774,INUKA8WKS,500,407,907
2025-06-19,A00776,INUKA6WKS,427,673,1100
2025-06-19,A00778,BIASHARA6W,334,834,1168
2025-06-19,A00800,BIASHARA4W,200,0,200
2025-06-19,A00811,BIASHARA4W,0,500,500
2025-06-19,A00814,BIASHARA6W,33,0,33
2025-06-20,A00076,BIASHARA4W,0,300,300
2025-06-20,A00401,INUKA6WKS,0,200,200
2025-06-20,A00491,INUKA8WKS,495,605,1100
2025-06-20,A00520,BIASHARA6W,0,346,346
2025-06-20,A00525,BIASHARA6W,0,68,68
2025-06-20,A00537,INUKA6WKS,0,765,765
2025-06-20,A00543,INUKA6WKS,200,0,200
2025-06-20,A00579,BIASHARA6W,334,834,1168
2025-06-20,A00581,BIASHARA6W,326,830,1156
2025-06-20,A00590,INUKA8WKS,60,290,350
2025-06-20,A00613,INUKA6WKS,1000,2334,3334
2025-06-20,A00615,BIASHARA6W,0,268,268
2025-06-20,A00628,INUKA 4WKS,152,2132,2284
2025-06-20,A00629,BIASHARA6W,334,834,1168
2025-06-20,A00635,BIASHARA6W,668,1668,2336
2025-06-20,A00656,INUKA 4WKS,200,0,200
2025-06-20,A00657,INUKA8WKS,500,1000,1500
2025-06-20,A00675,INUKA6WKS,500,1167,1667
2025-06-20,A00676,INUKA6WKS,367,0,367
2025-06-20,A00677,INUKA 4WKS,500,1000,1500
2025-06-20,A00683,BIASHARA6W,0,115,115
2025-06-20,A00699,INUKA 4WKS,0,500,500
2025-06-20,A00700,BIASHARA6W,334,266,600
2025-06-20,A00707,BIASHARA4W,0,750,750
2025-06-20,A00711,INUKA6WKS,400,0,400
2025-06-20,A00720,INUKA6WKS,500,1667,2167
2025-06-20,A00721,INUKA6WKS,500,1167,1667
2025-06-20,A00722,BIASHARA4W,250,200,450
2025-06-20,A00726,INUKA8WKS,0,740,740
2025-06-20,A00727,INUKA 4WKS,500,1450,1950
2025-06-20,A00735,INUKA6WKS,500,1167,1667
2025-06-20,A00745,INUKA6WKS,476,524,1000
2025-06-20,A00765,BIASHARA6W,2,668,670
2025-06-20,A00767,BIASHARA6W,334,834,1168
2025-06-20,A00771,BIASHARA6W,10,262,272
2025-06-20,A00772,INUKA6WKS,0,667,667
2025-06-20,A00775,BIASHARA4W,250,918,1168
2025-06-20,A00776,INUKA6WKS,73,494,567
2025-06-20,A00828,BIASHARA6W,8,0,8
2025-06-21,A00455,BIASHARA6W,79,71,150
2025-06-21,A00491,INUKA8WKS,5,270,275
2025-06-21,A00525,BIASHARA6W,0,50,50
2025-06-21,A00543,INUKA6WKS,61,189,250
2025-06-21,A00607,BIASHARA4W,250,150,400
2025-06-21,A00630,INUKA 4WKS,200,100,300
2025-06-21,A00648,BIASHARA6W,0,405,405
2025-06-21,A00656,INUKA 4WKS,250,0,250
2025-06-21,A00684,BIASHARA6W,4,514,518
2025-06-21,A00722,BIASHARA4W,0,500,500
2025-06-21,A00726,INUKA8WKS,0,260,260
2025-06-21,A00800,BIASHARA4W,50,350,400
2025-06-21,A00832,BIASHARA4W,150,0,150
2025-06-22,A00468,INUKA6WKS,500,0,500
2025-06-22,A00543,INUKA6WKS,0,200,200
2025-06-22,A00591,BIASHARA6W,290,110,400
2025-06-22,A00594,INUKA6WKS,500,1167,1667
2025-06-22,A00599,BIASHARA6W,334,834,1168
2025-06-22,A00654,INUKA6WKS,0,400,400
2025-06-22,A00656,INUKA 4WKS,50,250,300
2025-06-22,A00687,BIASHARA4W,250,1250,1500
2025-06-22,A00690,INUKA6WKS,199,1001,1200
2025-06-22,A00700,BIASHARA6W,0,200,200
2025-06-22,A00722,BIASHARA4W,0,500,500
2025-06-22,A00731,BIASHARA4W,0,500,500
2025-06-22,A00733,INUKA6WKS,3,64,67
2025-06-22,A00747,BIASHARA4W,0,138,138
2025-06-22,A00782,BIASHARA6W,336,834,1170
