Posting_Date,Loan_No,Loan_Product_Type,Interest_Paid,Principle_Paid,Total_Paid
2025-02-20,A00109,INUKA6WKS,0,700,700
2025-02-25,A00337,INUKA6WKS,500,1167,1667
2025-02-26,A00103,BIASHARA4W,250,1250,1500
2025-02-26,A00109,INUKA6WKS,100,0,100
2025-02-26,A00148,BIASHARA6W,235,0,235
2025-02-26,A00150,BIASHARA6W,200,0,200
2025-02-27,A00104,BIASHARA4W,250,1250,1500
2025-02-27,A00108,BIASHARA4W,250,1250,1500
2025-02-27,A00109,INUKA6WKS,400,470,870
2025-02-27,A00117,BIASHARA6W,334,833,1167
2025-02-27,A00118,BIASHARA4W,250,1250,1500
2025-02-27,A00119,BIASHARA6W,334,466,800
2025-02-27,A00120,BIASHARA6W,334,833,1167
2025-02-27,A00148,BIASHARA6W,99,136,235
2025-02-27,A00164,INUKA 4WKS,500,200,700
2025-02-27,A00325,INUKA6WKS,500,1100,1600
2025-02-28,A00119,BIASHARA6W,0,367,367
2025-02-28,A00148,BIASHARA6W,0,235,235
2025-02-28,A00151,INUKA6WKS,500,0,500
2025-02-28,A00325,INUKA6WKS,0,70,70
2025-03-01,A00148,BIASHARA6W,0,235,235
2025-03-02,A00139,INUKA 4WKS,500,1750,2250
2025-03-02,A00140,INUKA6WKS,503,1167,1670
2025-03-02,A00141,BIASHARA6W,336,834,1170
2025-03-02,A00142,INUKA6WKS,503,1167,1670
2025-03-02,A00156,INUKA 4WKS,500,2000,2500
2025-03-03,A00148,BIASHARA6W,2,228,230
2025-03-03,A00149,INUKA6WKS,500,1140,1640
2025-03-03,A00336,INUKA6WKS,500,600,1100
2025-03-04,A00149,INUKA6WKS,0,30,30
2025-03-04,A00150,BIASHARA6W,134,833,967
2025-03-04,A00151,INUKA6WKS,3,1167,1170
2025-03-04,A00152,BIASHARA6W,334,833,1167
2025-03-04,A00336,INUKA6WKS,0,400,400
2025-03-05,A00103,BIASHARA4W,250,1250,1500
2025-03-05,A00109,INUKA6WKS,303,697,1000
2025-03-05,A00148,BIASHARA6W,235,0,235
2025-03-05,A00155,INUKA 4WKS,500,2000,2500
2025-03-05,A00165,INUKA 4WKS,550,1750,2300
2025-03-05,A00337,INUKA6WKS,500,680,1180
2025-03-06,A00108,BIASHARA4W,250,1250,1500
2025-03-06,A00109,INUKA6WKS,197,473,670
2025-03-06,A00117,BIASHARA6W,334,833,1167
2025-03-06,A00118,BIASHARA4W,250,1250,1500
2025-03-06,A00119,BIASHARA6W,334,833,1167
2025-03-06,A00148,BIASHARA6W,97,138,235
2025-03-06,A00172,BIASHARA4W,250,1250,1500
2025-03-06,A00173,BIASHARA4W,250,800,1050
2025-03-06,A00192,INUKA6WKS,280,0,280
2025-03-06,A00325,INUKA6WKS,503,1167,1670
2025-03-06,A00336,INUKA6WKS,500,200,700
2025-03-06,A00337,INUKA6WKS,3,487,490
2025-03-07,A00104,BIASHARA4W,250,1250,1500
2025-03-07,A00120,BIASHARA6W,334,833,1167
2025-03-07,A00163,INUKA 4WKS,500,1750,2250
2025-03-07,A00164,INUKA 4WKS,500,1750,2250
2025-03-07,A00170,INUKA6WKS,500,1100,1600
2025-03-07,A00173,BIASHARA4W,0,450,450
2025-03-07,A00192,INUKA6WKS,220,60,280
2025-03-07,A00199,BIASHARA6W,200,0,200
2025-03-07,A00336,INUKA6WKS,0,800,800
2025-03-08,A00148,BIASHARA6W,0,470,470
2025-03-08,A00171,INUKA6WKS,500,0,500
2025-03-08,A00199,BIASHARA6W,134,66,200
2025-03-08,A00202,BIASHARA6W,200,0,200
2025-03-09,A00139,INUKA 4WKS,500,1750,2250
2025-03-09,A00141,BIASHARA6W,332,168,500
2025-03-09,A00142,INUKA6WKS,503,1167,1670
2025-03-09,A00151,INUKA6WKS,170,0,170
2025-03-09,A00152,BIASHARA6W,334,833,1167
2025-03-09,A00170,INUKA6WKS,3,67,70
2025-03-09,A00178,INUKA 4WKS,500,1750,2250
2025-03-09,A00179,BIASHARA4W,250,1250,1500
2025-03-09,A00180,BIASHARA4W,250,1250,1500
2025-03-09,A00181,INUKA6WKS,500,500,1000
2025-03-09,A00199,BIASHARA6W,0,100,100
2025-03-10,A00140,INUKA6WKS,503,1167,1670
2025-03-10,A00141,BIASHARA6W,0,375,375
2025-03-10,A00148,BIASHARA6W,4,226,230
2025-03-10,A00151,INUKA6WKS,200,0,200
2025-03-10,A00181,INUKA6WKS,0,667,667
2025-03-10,A00183,INUKA6WKS,500,600,1100
2025-03-10,A00192,INUKA6WKS,0,400,400
2025-03-10,A00193,BIASHARA6W,334,66,400
2025-03-10,A00199,BIASHARA6W,0,100,100
2025-03-10,A00337,INUKA6WKS,497,503,1000
2025-03-11,A00149,INUKA6WKS,500,1170,1670
2025-03-11,A00151,INUKA6WKS,133,1167,1300
2025-03-11,A00183,INUKA6WKS,0,567,567
2025-03-11,A00194,BIASHARA6W,336,834,1170
2025-03-11,A00202,BIASHARA6W,134,166,300
2025-03-11,A00229,BIASHARA6W,200,0,200
2025-03-11,A00337,INUKA6WKS,0,400,400
2025-03-12,A00103,BIASHARA4W,250,1250,1500
2025-03-12,A00109,INUKA6WKS,106,694,800
2025-03-12,A00141,BIASHARA6W,4,291,295
2025-03-12,A00150,BIASHARA6W,334,366,700
2025-03-12,A00155,INUKA 4WKS,500,2000,2500
2025-03-12,A00156,INUKA 4WKS,500,2000,2500
2025-03-12,A00165,INUKA 4WKS,550,1750,2300
2025-03-12,A00190,INUKA 4WKS,500,1500,2000
2025-03-12,A00191,INUKA6WKS,500,1000,1500
2025-03-12,A00192,INUKA6WKS,280,707,987
2025-03-12,A00195,BIASHARA6W,334,833,1167
2025-03-12,A00199,BIASHARA6W,2,568,570
2025-03-12,A00229,BIASHARA6W,134,66,200
2025-03-12,A00337,INUKA6WKS,3,264,267
2025-03-13,A00104,BIASHARA4W,250,1250,1500
2025-03-13,A00109,INUKA6WKS,394,476,870
2025-03-13,A00117,BIASHARA6W,334,833,1167
2025-03-13,A00118,BIASHARA4W,250,1250,1500
2025-03-13,A00119,BIASHARA6W,334,66,400
2025-03-13,A00172,BIASHARA4W,250,1250,1500
2025-03-13,A00192,INUKA6WKS,220,60,280
2025-03-13,A00193,BIASHARA6W,12,768,780
2025-03-13,A00199,BIASHARA6W,170,0,170
2025-03-13,A00200,BIASHARA6W,334,833,1167
2025-03-13,A00207,INUKA6WKS,513,1167,1680
2025-03-13,A00208,BIASHARA4W,250,1250,1500
2025-03-13,A00229,BIASHARA6W,0,200,200
2025-03-13,A00325,INUKA6WKS,503,1167,1670
2025-03-13,A00336,INUKA6WKS,500,500,1000
2025-03-14,A00119,BIASHARA6W,0,767,767
2025-03-14,A00120,BIASHARA6W,334,833,1167
2025-03-14,A00164,INUKA 4WKS,0,1200,1200
2025-03-14,A00170,INUKA6WKS,497,403,900
2025-03-14,A00192,INUKA6WKS,0,200,200
2025-03-14,A00199,BIASHARA6W,100,0,100
2025-03-14,A00202,BIASHARA6W,0,337,337
2025-03-14,A00209,INUKA8WKS,515,875,1390
2025-03-14,A00210,BIASHARA6W,334,833,1167
2025-03-14,A00336,INUKA6WKS,0,500,500
2025-03-15,A00150,BIASHARA6W,0,200,200
2025-03-15,A00163,INUKA 4WKS,500,1750,2250
2025-03-15,A00164,INUKA 4WKS,400,350,750
2025-03-15,A00173,BIASHARA4W,250,1250,1500
2025-03-15,A00193,BIASHARA6W,250,0,250
2025-03-15,A00199,BIASHARA6W,62,38,100
2025-03-15,A00202,BIASHARA6W,0,210,210
2025-03-15,A00229,BIASHARA6W,0,400,400
2025-03-15,A00248,BIASHARA6W,200,0,200
2025-03-16,A00108,BIASHARA4W,250,450,700
2025-03-16,A00139,INUKA 4WKS,500,1750,2250
2025-03-16,A00141,BIASHARA6W,336,834,1170
2025-03-16,A00178,INUKA 4WKS,500,1750,2250
2025-03-16,A00179,BIASHARA4W,250,1250,1500
2025-03-16,A00181,INUKA6WKS,500,900,1400
2025-03-16,A00193,BIASHARA6W,72,78,150
2025-03-16,A00199,BIASHARA6W,0,100,100
2025-03-16,A00225,INUKA 4WKS,500,2500,3000
2025-03-16,A00226,INUKA6WKS,500,1167,1667
2025-03-17,A00108,BIASHARA4W,0,800,800
2025-03-17,A00140,INUKA6WKS,503,1167,1670
2025-03-17,A00142,INUKA6WKS,503,1167,1670
2025-03-17,A00150,BIASHARA6W,0,100,100
2025-03-17,A00152,BIASHARA6W,334,833,1167
2025-03-17,A00165,INUKA 4WKS,900,3500,4400
2025-03-17,A00170,INUKA6WKS,0,500,500
2025-03-17,A00180,BIASHARA4W,250,1250,1500
2025-03-17,A00181,INUKA6WKS,0,267,267
2025-03-17,A00192,INUKA6WKS,0,280,280
2025-03-17,A00232,BIASHARA4W,250,690,940
2025-03-17,A00238,BIASHARA6W,334,833,1167
2025-03-17,A00248,BIASHARA6W,134,366,500
2025-03-17,A00281,BIASHARA6W,300,0,300
2025-03-18,A00108,BIASHARA4W,250,1250,1500
2025-03-18,A00109,INUKA6WKS,0,200,200
2025-03-18,A00148,BIASHARA6W,336,834,1170
2025-03-18,A00149,INUKA6WKS,500,1170,1670
2025-03-18,A00170,INUKA6WKS,3,264,267
2025-03-18,A00183,INUKA6WKS,500,1050,1550
2025-03-18,A00190,INUKA 4WKS,500,1500,2000
2025-03-18,A00228,INUKA6WKS,500,1000,1500
2025-03-18,A00229,BIASHARA6W,12,168,180
2025-03-18,A00231,INUKA6WKS,500,1167,1667
2025-03-18,A00232,BIASHARA4W,0,560,560
2025-03-18,A00237,INUKA6WKS,500,1167,1667
2025-03-18,A00239,INUKA6WKS,500,1167,1667
2025-03-18,A00248,BIASHARA6W,0,467,467
2025-03-18,A00250,INUKA6WKS,500,2000,2500
2025-03-18,A00268,BIASHARA4W,250,1250,1500
2025-03-18,A00282,INUKA6WKS,250,0,250
2025-03-18,A00337,INUKA6WKS,500,1167,1667
2025-03-19,A00032,BIASHARA6W,200,0,200
2025-03-19,A00103,BIASHARA4W,250,1250,1500
2025-03-19,A00109,INUKA6WKS,59,491,550
2025-03-19,A00151,INUKA6WKS,503,1167,1670
2025-03-19,A00156,INUKA 4WKS,500,2000,2500
2025-03-19,A00183,INUKA6WKS,0,117,117
2025-03-19,A00191,INUKA6WKS,500,1000,1500
2025-03-19,A00192,INUKA6WKS,40,627,667
2025-03-19,A00193,BIASHARA6W,11,756,767
2025-03-19,A00194,BIASHARA6W,336,834,1170
2025-03-19,A00195,BIASHARA6W,334,833,1167
2025-03-19,A00199,BIASHARA6W,4,696,700
2025-03-19,A00229,BIASHARA6W,200,0,200
2025-03-19,A00247,BIASHARA6W,334,616,950
2025-03-19,A00249,INUKA 4WKS,500,2500,3000
2025-03-19,A00251,BIASHARA4W,250,1250,1500
2025-03-19,A00263,INUKA6WKS,500,907,1407
2025-03-19,A00264,BIASHARA6W,334,833,1167
2025-03-19,A00266,BIASHARA4W,250,1250,1500
2025-03-19,A00267,BIASHARA4W,250,750,1000
2025-03-19,A00269,BIASHARA6W,334,833,1167
2025-03-19,A00270,INUKA6WKS,500,1167,1667
2025-03-19,A00273,BIASHARA6W,366,834,1200
2025-03-19,A00281,BIASHARA6W,34,266,300
2025-03-19,A00282,INUKA6WKS,250,0,250
2025-03-20,A00109,INUKA6WKS,456,464,920
2025-03-20,A00119,BIASHARA6W,197,3,200
2025-03-20,A00120,BIASHARA6W,334,833,1167
2025-03-20,A00155,INUKA 4WKS,500,2000,2500
2025-03-20,A00156,INUKA 4WKS,500,2000,2500
2025-03-20,A00172,BIASHARA4W,250,1250,1500
2025-03-20,A00199,BIASHARA6W,100,0,100
2025-03-20,A00200,BIASHARA6W,335,835,1170
2025-03-20,A00207,INUKA6WKS,487,413,900
2025-03-20,A00208,BIASHARA4W,250,1250,1500
2025-03-20,A00247,BIASHARA6W,0,200,200
2025-03-20,A00263,INUKA6WKS,0,260,260
2025-03-20,A00271,INUKA6WKS,500,1000,1500
2025-03-20,A00274,BIASHARA6W,334,833,1167
2025-03-20,A00281,BIASHARA6W,0,568,568
2025-03-20,A00282,INUKA6WKS,0,250,250
2025-03-20,A00325,INUKA6WKS,503,1167,1670
2025-03-21,A00032,BIASHARA6W,134,66,200
2025-03-21,A00104,BIASHARA4W,250,1250,1500
2025-03-21,A00117,BIASHARA6W,334,833,1167
2025-03-21,A00118,BIASHARA4W,250,1250,1500
2025-03-21,A00119,BIASHARA6W,137,830,967
2025-03-21,A00163,INUKA 4WKS,500,1750,2250
2025-03-21,A00207,INUKA6WKS,46,754,800
2025-03-21,A00209,INUKA8WKS,485,875,1360
2025-03-21,A00210,BIASHARA6W,334,416,750
2025-03-21,A00247,BIASHARA6W,2,18,20
2025-03-21,A00280,INUKA6WKS,500,100,600
2025-03-21,A00282,INUKA6WKS,0,750,750
2025-03-21,A00283,BIASHARA6W,336,834,1170
2025-03-22,A00032,BIASHARA6W,0,200,200
2025-03-22,A00150,BIASHARA6W,331,169,500
2025-03-22,A00164,INUKA 4WKS,100,1480,1580
2025-03-22,A00170,INUKA6WKS,497,3,500
2025-03-22,A00173,BIASHARA4W,250,1250,1500
2025-03-22,A00192,INUKA6WKS,280,0,280
2025-03-22,A00202,BIASHARA6W,0,100,100
2025-03-22,A00210,BIASHARA6W,0,417,417
2025-03-22,A00229,BIASHARA6W,122,128,250
2025-03-22,A00336,INUKA6WKS,500,1000,1500
2025-03-23,A00139,INUKA 4WKS,500,1750,2250
2025-03-23,A00140,INUKA6WKS,491,709,1200
2025-03-23,A00141,BIASHARA6W,336,834,1170
2025-03-23,A00142,INUKA6WKS,503,1167,1670
2025-03-23,A00173,BIASHARA4W,250,1250,1500
2025-03-23,A00179,BIASHARA4W,250,1250,1500
2025-03-23,A00226,INUKA6WKS,500,900,1400
2025-03-24,A00012,BIASHARA6W,334,834,1168
2025-03-24,A00020,INUKA8WKS,500,875,1375
2025-03-24,A00021,BIASHARA6W,334,834,1168
2025-03-24,A00022,INUKA6WKS,500,1167,1667
2025-03-24,A00028,INUKA 4WKS,300,0,300
2025-03-24,A00033,INUKA6WKS,500,1167,1667
2025-03-24,A00085,INUKA6WKS,673,1667,2340
2025-03-24,A00117,BIASHARA6W,668,1668,2336
2025-03-24,A00119,BIASHARA6W,668,1668,2336
2025-03-24,A00140,INUKA6WKS,12,458,470
2025-03-24,A00149,INUKA6WKS,500,0,500
2025-03-24,A00150,BIASHARA6W,3,697,700
2025-03-24,A00155,INUKA 4WKS,500,2000,2500
2025-03-24,A00164,INUKA 4WKS,500,470,970
2025-03-24,A00178,INUKA 4WKS,500,1750,2250
2025-03-24,A00180,BIASHARA4W,250,1250,1500
2025-03-24,A00181,INUKA6WKS,500,1167,1667
2025-03-24,A00190,INUKA 4WKS,1000,3000,4000
2025-03-24,A00192,INUKA6WKS,180,180,360
2025-03-24,A00208,BIASHARA4W,500,2500,3000
2025-03-24,A00225,INUKA 4WKS,500,2500,3000
2025-03-24,A00226,INUKA6WKS,0,267,267
2025-03-24,A00229,BIASHARA6W,268,706,974
2025-03-24,A00232,BIASHARA4W,250,550,800
2025-03-24,A00250,INUKA6WKS,833,1667,2500
2025-03-24,A00267,BIASHARA4W,250,750,1000
2025-03-24,A00280,INUKA6WKS,0,1067,1067
2025-03-25,A00019,BIASHARA6W,334,566,900
2025-03-25,A00023,INUKA 4WKS,500,1750,2250
2025-03-25,A00025,INUKA6WKS,500,1000,1500
2025-03-25,A00026,BIASHARA4W,250,1250,1500
2025-03-25,A00028,INUKA 4WKS,200,1750,1950
2025-03-25,A00029,BIASHARA6W,334,466,800
2025-03-25,A00032,BIASHARA6W,0,567,567
2025-03-25,A00036,BIASHARA4W,500,2500,3000
2025-03-25,A00087,BIASHARA4W,250,1250,1500
2025-03-25,A00095,INUKA6WKS,500,200,700
2025-03-25,A00149,INUKA6WKS,0,1200,1200
2025-03-25,A00150,BIASHARA6W,263,137,400
2025-03-25,A00151,INUKA6WKS,503,1167,1670
2025-03-25,A00152,BIASHARA6W,334,833,1167
2025-03-25,A00179,BIASHARA4W,250,1250,1500
2025-03-25,A00180,BIASHARA4W,250,1250,1500
2025-03-25,A00183,INUKA6WKS,500,1050,1550
2025-03-25,A00228,INUKA6WKS,500,1000,1500
2025-03-25,A00231,INUKA6WKS,500,1000,1500
2025-03-25,A00232,BIASHARA4W,0,700,700
2025-03-25,A00237,INUKA6WKS,500,1100,1600
2025-03-25,A00238,BIASHARA6W,334,833,1167
2025-03-25,A00248,BIASHARA6W,334,533,867
2025-03-25,A00281,BIASHARA6W,300,0,300
2025-03-25,A00349,INUKA 4WKS,550,1750,2300
2025-03-26,A00029,BIASHARA6W,12,368,380
2025-03-26,A00088,INUKA6WKS,500,1000,1500
2025-03-26,A00095,INUKA6WKS,0,960,960
2025-03-26,A00097,INUKA6WKS,500,1167,1667
2025-03-26,A00109,INUKA6WKS,0,600,600
2025-03-26,A00149,INUKA6WKS,1000,2334,3334
2025-03-26,A00150,BIASHARA6W,71,129,200
2025-03-26,A00183,INUKA6WKS,0,117,117
2025-03-26,A00191,INUKA6WKS,500,1000,1500
2025-03-26,A00193,BIASHARA6W,323,307,630
2025-03-26,A00194,BIASHARA6W,336,834,1170
2025-03-26,A00195,BIASHARA6W,334,833,1167
2025-03-26,A00199,BIASHARA6W,200,0,200
2025-03-26,A00202,BIASHARA6W,179,21,200
2025-03-26,A00213,INUKA6WKS,6,0,6
2025-03-26,A00231,INUKA6WKS,3,167,170
2025-03-26,A00237,INUKA6WKS,0,67,67
2025-03-26,A00239,INUKA6WKS,500,500,1000
2025-03-26,A00247,BIASHARA6W,60,0,60
2025-03-26,A00248,BIASHARA6W,0,300,300
2025-03-26,A00249,INUKA 4WKS,500,2500,3000
2025-03-26,A00251,BIASHARA4W,250,1250,1500
2025-03-26,A00264,BIASHARA6W,334,833,1167
2025-03-26,A00268,BIASHARA4W,250,1200,1450
2025-03-26,A00269,BIASHARA6W,334,833,1167
2025-03-26,A00270,INUKA6WKS,500,1167,1667
2025-03-26,A00271,INUKA6WKS,500,1000,1500
2025-03-26,A00337,INUKA6WKS,497,503,1000
2025-03-27,A00062,INUKA 4WKS,500,1700,2200
2025-03-27,A00095,INUKA6WKS,3,7,10
2025-03-27,A00102,INUKA6WKS,500,700,1200
2025-03-27,A00109,INUKA6WKS,500,570,1070
2025-03-27,A00133,INUKA8WKS,500,500,1000
2025-03-27,A00159,BIASHARA6W,366,834,1200
2025-03-27,A00164,INUKA 4WKS,0,1550,1550
2025-03-27,A00170,INUKA6WKS,36,1164,1200
2025-03-27,A00172,BIASHARA4W,250,1250,1500
2025-03-27,A00193,BIASHARA6W,0,440,440
2025-03-27,A00199,BIASHARA6W,36,834,870
2025-03-27,A00200,BIASHARA6W,333,834,1167
2025-03-27,A00201,BIASHARA6W,334,834,1168
2025-03-27,A00207,INUKA6WKS,454,416,870
2025-03-27,A00215,BIASHARA6W,336,834,1170
2025-03-27,A00263,INUKA6WKS,500,1167,1667
2025-03-27,A00266,BIASHARA4W,250,1250,1500
2025-03-27,A00268,BIASHARA4W,0,50,50
2025-03-27,A00273,BIASHARA6W,306,834,1140
2025-03-27,A00274,BIASHARA6W,335,835,1170
2025-03-27,A00282,INUKA6WKS,500,300,800
2025-03-27,A00319,BIASHARA6W,200,0,200
2025-03-27,A00325,INUKA6WKS,1003,2334,3337
2025-03-28,A00062,INUKA 4WKS,0,300,300
2025-03-28,A00102,INUKA6WKS,0,350,350
2025-03-28,A00120,BIASHARA6W,334,833,1167
2025-03-28,A00123,BIASHARA6W,334,833,1167
2025-03-28,A00131,INUKA8WKS,500,1000,1500
2025-03-28,A00133,INUKA8WKS,0,375,375
2025-03-28,A00163,INUKA 4WKS,500,1750,2250
2025-03-28,A00192,INUKA6WKS,0,550,550
2025-03-28,A00207,INUKA6WKS,56,751,807
2025-03-28,A00209,INUKA8WKS,500,800,1300
2025-03-28,A00212,INUKA6WKS,500,1167,1667
2025-03-28,A00239,INUKA6WKS,0,67,67
2025-03-28,A00280,INUKA6WKS,335,0,335
2025-03-28,A00281,BIASHARA6W,368,502,870
2025-03-28,A00282,INUKA6WKS,500,200,700
2025-03-28,A00283,BIASHARA6W,332,768,1100
2025-03-28,A00319,BIASHARA6W,134,16,150
2025-03-28,A00336,INUKA6WKS,500,400,900
2025-03-28,A00337,INUKA6WKS,0,400,400
2025-03-29,A00019,BIASHARA6W,2,268,270
2025-03-29,A00090,BIASHARA4W,250,250,500
2025-03-29,A00102,INUKA6WKS,3,117,120
2025-03-29,A00148,BIASHARA6W,333,834,1167
2025-03-29,A00170,INUKA6WKS,464,526,990
2025-03-29,A00192,INUKA6WKS,100,437,537
2025-03-29,A00210,BIASHARA6W,334,833,1167
2025-03-29,A00239,INUKA6WKS,0,600,600
2025-03-29,A00247,BIASHARA6W,336,834,1170
2025-03-29,A00267,BIASHARA4W,0,300,300
2025-03-29,A00280,INUKA6WKS,165,335,500
2025-03-29,A00283,BIASHARA6W,4,66,70
2025-03-29,A00319,BIASHARA6W,0,200,200
2025-03-29,A00336,INUKA6WKS,0,600,600
2025-03-30,A00019,BIASHARA6W,332,235,567
2025-03-30,A00032,BIASHARA6W,199,1,200
2025-03-30,A00060,BIASHARA6W,334,466,800
2025-03-30,A00075,BIASHARA4W,250,150,400
2025-03-30,A00090,BIASHARA4W,0,400,400
2025-03-30,A00109,INUKA6WKS,200,0,200
2025-03-30,A00132,BIASHARA4W,500,2500,3000
2025-03-30,A00140,INUKA6WKS,488,412,900
2025-03-30,A00141,BIASHARA6W,326,269,595
2025-03-30,A00142,INUKA6WKS,503,1167,1670
2025-03-30,A00178,INUKA 4WKS,500,1750,2250
2025-03-30,A00216,BIASHARA4W,250,1250,1500
2025-03-30,A00226,INUKA6WKS,500,330,830
2025-03-30,A00280,INUKA6WKS,295,165,460
2025-03-30,A00281,BIASHARA6W,0,300,300
2025-03-30,A00319,BIASHARA6W,0,200,200
2025-03-31,A00020,INUKA8WKS,500,200,700
2025-03-31,A00021,BIASHARA6W,334,834,1168
2025-03-31,A00022,INUKA6WKS,500,1167,1667
2025-03-31,A00033,INUKA6WKS,500,1167,1667
2025-03-31,A00060,BIASHARA6W,0,367,367
2025-03-31,A00061,BIASHARA6W,334,262,596
2025-03-31,A00074,INUKA 4WKS,500,1500,2000
2025-03-31,A00075,BIASHARA4W,0,700,700
2025-03-31,A00090,BIASHARA4W,0,600,600
2025-03-31,A00091,INUKA6WKS,500,670,1170
2025-03-31,A00122,INUKA 4WKS,500,2000,2500
2025-03-31,A00124,INUKA 4WKS,500,1750,2250
2025-03-31,A00125,BIASHARA4W,250,1250,1500
2025-03-31,A00140,INUKA6WKS,15,755,770
2025-03-31,A00141,BIASHARA6W,0,500,500
2025-03-31,A00152,BIASHARA6W,334,833,1167
2025-03-31,A00170,INUKA6WKS,0,390,390
2025-03-31,A00181,INUKA6WKS,500,500,1000
2025-03-31,A00225,INUKA 4WKS,1000,5000,6000
2025-03-31,A00226,INUKA6WKS,0,837,837
2025-03-31,A00227,BIASHARA6W,334,834,1168
2025-03-31,A00229,BIASHARA6W,333,834,1167
2025-03-31,A00232,BIASHARA4W,250,485,735
2025-03-31,A00238,BIASHARA6W,334,66,400
2025-03-31,A00250,INUKA6WKS,667,1933,2600
2025-03-31,A00265,BIASHARA4W,250,1250,1500
2025-03-31,A00319,BIASHARA6W,0,417,417
2025-03-31,A00320,INUKA 4WKS,500,1750,2250
2025-03-31,A00321,INUKA 4WKS,500,1750,2250
2025-03-31,A00322,BIASHARA4W,250,1250,1500
2025-03-31,A00337,INUKA6WKS,206,61,267
2025-04-01,A00012,BIASHARA6W,334,526,860
2025-04-01,A00023,INUKA 4WKS,500,900,1400
2025-04-01,A00025,INUKA6WKS,500,1000,1500
2025-04-01,A00026,BIASHARA4W,250,1250,1500
2025-04-01,A00028,INUKA 4WKS,500,500,1000
2025-04-01,A00032,BIASHARA6W,135,665,800
2025-04-01,A00061,BIASHARA6W,0,567,567
2025-04-01,A00075,BIASHARA4W,0,400,400
2025-04-01,A00085,INUKA6WKS,333,1667,2000
2025-04-01,A00091,INUKA6WKS,3,997,1000
2025-04-01,A00097,INUKA6WKS,500,1167,1667
2025-04-01,A00109,INUKA6WKS,285,215,500
2025-04-01,A00127,INUKA6WKS,503,1667,2170
2025-04-01,A00150,BIASHARA6W,0,350,350
2025-04-01,A00151,INUKA6WKS,500,1167,1667
2025-04-01,A00170,INUKA6WKS,24,251,275
2025-04-01,A00181,INUKA6WKS,0,667,667
2025-04-01,A00183,INUKA6WKS,500,1167,1667
2025-04-01,A00231,INUKA6WKS,500,1167,1667
2025-04-01,A00232,BIASHARA4W,250,2015,2265
2025-04-01,A00237,INUKA6WKS,500,1167,1667
2025-04-01,A00238,BIASHARA6W,0,767,767
2025-04-01,A00248,BIASHARA6W,258,2,260
2025-04-01,A00266,BIASHARA4W,500,2500,3000
2025-04-01,A00272,BIASHARA4W,250,1250,1500
2025-04-01,A00280,INUKA6WKS,205,167,372
2025-04-01,A00349,INUKA 4WKS,500,1750,2250
2025-04-02,A00012,BIASHARA6W,2,308,310
2025-04-02,A00019,BIASHARA6W,0,501,501
2025-04-02,A00023,INUKA 4WKS,0,850,850
2025-04-02,A00028,INUKA 4WKS,0,1250,1250
2025-04-02,A00032,BIASHARA6W,0,68,68
2025-04-02,A00061,BIASHARA6W,0,4,4
2025-04-02,A00063,INUKA6WKS,18,0,18
2025-04-02,A00077,INUKA 4WKS,50,0,50
2025-04-02,A00087,BIASHARA4W,250,1250,1500
2025-04-02,A00095,INUKA6WKS,497,503,1000
2025-04-02,A00109,INUKA6WKS,0,950,950
2025-04-02,A00140,INUKA6WKS,485,1165,1650
2025-04-02,A00141,BIASHARA6W,10,65,75
2025-04-02,A00191,INUKA6WKS,500,1000,1500
2025-04-02,A00192,INUKA6WKS,400,600,1000
2025-04-02,A00193,BIASHARA6W,334,316,650
2025-04-02,A00194,BIASHARA6W,336,834,1170
2025-04-02,A00195,BIASHARA6W,668,999,1667
2025-04-02,A00199,BIASHARA6W,328,472,800
2025-04-02,A00209,INUKA8WKS,0,75,75
2025-04-02,A00213,INUKA6WKS,494,6,500
2025-04-02,A00228,INUKA6WKS,500,1000,1500
2025-04-02,A00230,INUKA6WKS,500,1000,1500
2025-04-02,A00239,INUKA6WKS,500,450,950
2025-04-02,A00247,BIASHARA6W,270,230,500
2025-04-02,A00248,BIASHARA6W,76,831,907
2025-04-02,A00249,INUKA 4WKS,400,2500,2900
2025-04-02,A00268,BIASHARA4W,250,1250,1500
2025-04-02,A00273,BIASHARA6W,334,834,1168
2025-04-02,A00324,BIASHARA4W,250,1250,1500
2025-04-02,A00330,INUKA8WKS,525,875,1400
2025-04-02,A00332,INUKA6WKS,506,1334,1840
2025-04-02,A00333,INUKA6WKS,503,1167,1670
2025-04-02,A00349,INUKA 4WKS,950,3500,4450
2025-04-03,A00020,INUKA8WKS,0,600,600
2025-04-03,A00088,INUKA6WKS,500,1000,1500
2025-04-03,A00102,INUKA6WKS,497,1103,1600
2025-04-03,A00133,INUKA8WKS,100,0,100
2025-04-03,A00192,INUKA6WKS,0,500,500
2025-04-03,A00193,BIASHARA6W,0,530,530
2025-04-03,A00199,BIASHARA6W,8,362,370
2025-04-03,A00200,BIASHARA6W,334,833,1167
2025-04-03,A00201,BIASHARA6W,334,834,1168
2025-04-03,A00207,INUKA6WKS,444,556,1000
2025-04-03,A00212,INUKA6WKS,500,1167,1667
2025-04-03,A00213,INUKA6WKS,8,1161,1169
2025-04-03,A00215,BIASHARA6W,334,834,1168
2025-04-03,A00239,INUKA6WKS,0,450,450
2025-04-03,A00263,INUKA6WKS,500,660,1160
2025-04-03,A00269,BIASHARA6W,334,833,1167
2025-04-03,A00270,INUKA6WKS,500,1167,1667
